,Title,Abstract,Category,Words
137,Information technology (IT) project portfolio management practices in South Africa,"Many organisations have adopted Project Portfolio Management (PPM) processes to improve the implementation of their strategies, however few organisations have achieved tangible returns on investment (ROI) from PPM. Although PPM stakeholders are aware tha Information technology (IT) project portfolio management practices in South Africa",Strategic alignment, organisation adopted    ppm  improve implementation strategy  organisation  tangible return investment roi ppm  ppm stakeholder aware tha information technology    practice south africa
138,"Comparison of project portfolio management practices in the public and private sectors in Brazil: Characteristics, similarities, and differences","Purpose: Project portfolio management (PPM) is a managerial technique used to seek the strategic goals of organizations improving their performance. The public sector has some characteristics that differ from the private sector, since their management ap Comparison of project portfolio management practices in the public and private sectors in Brazil: Characteristics, similarities, and differences",Strategic alignment,    ppm rial technique  seek strategic goal organization improving performance  sector characteristic differ private sector since   comparison    practice  private sector brazil characteristic similarity difference
139,"Project valuation, capital investment and strategic alignment - Tools and techniques at Anglo Platinum","Central to the success of any mining company is the ability to manage capital investment effectively so as to ensure acceptable stakeholder returns within an overall strategic context Critical to this process is the effective selection and implementation Project valuation, capital investment and strategic alignment - Tools and techniques at Anglo Platinum",Strategic alignment,central success mining company   capital investment effectively ensure acceptable stakeholder return  overall strategic context critical  effective selection implementation  valuation capital investment strategic alignment tool technique anglo platinum
140,Portfolio of projects: Case study of selection and balancing; [Seleção e alocação de recursos em portfólio de projetos: Estudo de caso no setor químico],"Among dozens or hundreds of alternatives, choosing those which should make up the projects portfolio of an organization and which priority level is a complex multi-criteria decision matter. This work aims to apply a management model of projects portfolio Portfolio of projects: Case study of selection and balancing; [Seleção e alocação de recursos them portfólio de projetos: Estudo de caso no setor químico]",Strategic alignment,among dozen hundred alternative choosing    organization priority  complex multi criteria decision matter work  apply  model      study selection balancing selecao  alocacao  recursos   projetos estudo  caso  quimico
141,Selecting a portfolio of projects considering both optimization and balance of sub-portfolios,"Over the past four decades, portfolio selection has been one of the most important concerns of researchers, project managers, project-oriented companies, and public agencies around the world. Although numerous studies have been done in this field, still  Selecting a portfolio of projects considering both optimization and balance of sub-portfolios",Strategic alignment,past four decade  selection  important concern researcher    oriented company  agency    numerous study   still selecting   considering optimization balance sub 
142,Modeling a business intelligence system for investment projects,"The phases of evaluation and selection of investment projects require marketing, technical and financial information analysis before the decisions are made. In order to meet strict legal environmental and fiscal regulations it is necessary to assess the environmental and social impact. These analysis may indicate alternative sites, models, technologies, and methods of implementation as solutions for executing the project, which often involve higher costs, and because delays in the feasibility analysis and project selection. The purpose of this empirical research is to reduce the effort and duration of the selection and evaluation of projects and project portfolio optimization, increasing the efficiency and accuracy of budget implementation and controlling in accordance with the investment strategy of the company. The results consist of a set of requirements for a specific business intelligence system, designed to improve the operational flow and the performance of the planning process, and an analysis of significant factors underlying performance differences between projected and actual achievements, to define the parameters of the model. © 2015,Academy of Economic Studies, All right reserved. Modeling a business intelligence system for investment projects",Strategic alignment,phase evaluation selection investment  require marketing technical financial information analysis decision made order meet strict legal environmental fiscal regulation necessary ass environmental social impact analysis may indicate alternative  model technology method implementation solution executing   involve higher cost delay feasibility analysis  selection  empirical research reduce effort duration selection evaluation    optimization increasing efficiency accuracy budget implementation controlling accordance investment strategy company  consist  requirement specific business intelligence  designed improve operational flow performance planning  analysis significant factor underlying performance difference  actual ment define parameter model   academy economic study right reserved modeling business intelligence  investment 
143,Selection of Investment Portfolio Using Multi-criteria Decision Model (MCDM) and Integer Programming Model,This paper is an attempt to select few vital investment projects among a number of feasible projects using MCDM and linear integer programming in the face of limited financial resources. The tangible and intangible considerations are taken care of using  Selection of Investment Portfolio Using Multi-criteria Decision Model (MCDM) and Integer Programming Model,Strategic alignment, attempt select  investment  among  feasible   mcdm linear integer programming  limited financial resource tangible intangible consideration taken care  selection investment   multi criteria decision model mcdm integer programming model
144,"Comparison of project portfolio management practices in the public and private sectors in Brazil: Characteristics, similarities, and differences","Purpose: Project portfolio management (PPM) is a managerial technique used to seek the strategic goals of organizations improving their performance. The public sector has some characteristics that differ from the private sector, since their management ap Comparison of project portfolio management practices in the public and private sectors in Brazil: Characteristics, similarities, and differences",Strategic alignment,    ppm rial technique  seek strategic goal organization improving performance  sector characteristic differ private sector since   comparison    practice  private sector brazil characteristic similarity difference
145,"Project valuation, capital investment and strategic alignment - Tools and techniques at Anglo Platinum","Central to the success of any mining company is the ability to manage capital investment effectively so as to ensure acceptable stakeholder returns within an overall strategic context Critical to this process is the effective selection and implementation Project valuation, capital investment and strategic alignment - Tools and techniques at Anglo Platinum",Strategic alignment,central success mining company   capital investment effectively ensure acceptable stakeholder return  overall strategic context critical  effective selection implementation  valuation capital investment strategic alignment tool technique anglo platinum
146,IT project portfolio selection decision model based on strategic alignment,The objective of this paper is to construct a fuzzy IT project portfolio selection model based on strategic alignment. Fuzzy set theory is applied to model uncertain project information and a fuzzy analytic net process (FANP) frame integrated with critic IT project portfolio selection decision model based on strategic alignment,Strategic alignment,objective  construct fuzzy   selection model based strategic alignment fuzzy  theory applied model uncertain  information fuzzy analytic net  fanp frame integrated critic   selection decision model based strategic alignment
147,Aligning construction projects with strategy,This chapter explores the alignment of construction projects with strategy through several case studies and offers insights for the development of project portfolio management (PPM) capabilities in construction. Most PPM research occurs in industries ass Aligning construction projects with strategy,Strategic alignment,chapter explores alignment construction  strategy   study offer insight development    ppm cap construction ppm research occurs industry  aligning construction  strategy
148,A Data-driven project categorization process for portfolio selection,"Purpose: Categorizing projects allows for better alignment of a portfolio with the organizational strategy and goals. An appropriate project categorization helps understand portfolio’s structure and enables proper project portfolio selection (PPS). In practice, project categorization is, however, conducted in intuitive approaches. Furthermore, little attention has been given to project categorization methods in the project management literature. The purpose of this paper is to provide researchers and practitioners with a data-driven project categorization process designed for PPS. Design/methodology/approach: The suggested process was modeled considering the main characteristics of project categorization systems revealed from the literature. The clustering analysis is used as the core-computing technology, allowing for an empirically based categorization. This study also presents a real-world case study in the automotive industry to illustrate the proposed approach. Findings: This study confirmed the potential of clustering analysis for a consistent project categorization. The most important attributes that influenced the project grouping have been identified including strategic and intrinsic features. The proposed approach helps increase the visibility of the portfolio’s structure and the comparability of its components. Originality/value: There is a lack of research regarding project categorization methods, particularly for the purpose of PPS. A novel data-driven process is proposed to help mitigate the issues raised by prior researchers including the inconsistencies, ambiguities and multiple interpretations related to the taken-for-granted categories. The suggested approach is also expected to facilitate projects evaluation and prioritization within appropriate categories and contribute in PPS effectiveness. © 2021, Emerald Publishing Limited. A Data-driven project categorization process for portfolio selection",Strategic alignment, categorizing  allows better alignment  organizational strategy goal appropriate  categorization  understand  structure enables proper   selection pps practice  categorization  conducted intuitive approach furthermore little attention   categorization method   literature   provide researcher practitir data driven  categorization  designed pps design methodology approach suggested  modeled considering main characteristic  categorization  revealed literature clustering analysis  core computing technology allowing empirically based categorization study   real   study automotive industry illustrate  approach finding study confirmed potential clustering analysis consistent  categorization important attribute influenced  grouping identified including strategic intrinsic feature  approach  increase visibility  structure compar compnt originality value lack research regarding  categorization method particularly  pps novel data driven    mitigate issue raised prior researcher including inconsistency ambiguity multiple intertation related taken for granted category suggested approach  expected facilitate  evaluation prioritization  appropriate category contribute pps effectiveness   emerald publishing limited data driven  categorization   selection
149,Machine learning in project analytics: a data-driven framework and case study,"The analytic procedures incorporated to facilitate the delivery of projects are often referred to as project analytics. Existing techniques focus on retrospective reporting and understanding the underlying relationships to make informed decisions. Although machine learning algorithms have been widely used in addressing problems within various contexts (e.g., streamlining the design of construction projects), limited studies have evaluated pre-existing machine learning methods within the delivery of construction projects. Due to this, the current research aims to contribute further to this convergence between artificial intelligence and the execution construction project through the evaluation of a specific set of machine learning algorithms. This study proposes a machine learning-based data-driven research framework for addressing problems related to project analytics. It then illustrates an example of the application of this framework. In this illustration, existing data from an open-source data repository on construction projects and cost overrun frequencies was studied in which several machine learning models (Python’s Scikit-learn package) were tested and evaluated. The data consisted of 44 independent variables (from materials to labour and contracting) and one dependent variable (project cost overrun frequency), which has been categorised for processing under several machine learning models. These models include support vector machine, logistic regression, k-nearest neighbour, random forest, stacking (ensemble) model and artificial neural network. Feature selection and evaluation methods, including the Univariate feature selection, Recursive feature elimination, SelectFromModel and confusion matrix, were applied to determine the most accurate prediction model. This study also discusses the generalisability of using the proposed research framework in other research contexts within the field of project management. The proposed framework, its illustration in the context of construction projects and its potential to be adopted in different contexts will significantly contribute to project practitioners, stakeholders and academics in addressing many project-related issues. © 2022, The Author(s). Machine learning in project analytics: a data-driven framework and case study",Strategic alignment,analytic procedure incorporated facilitate delivery   referred  analytics existing technique  retrospective reporting understanding underlying relationship  informed decision  machine learning algorithm widely  addressing   various context   streamlining design construction  limited study evaluated  existing machine learning method  delivery construction  due current research  contribute convergence artificial intelligence execution construction  evaluation specific  machine learning algorithm study proposes machine learning based data driven research framework addressing  related  analytics illustrates example application framework illustration existing data  source data repository construction  cost overrun frequency studied  machine learning model python scikit learn package tested evaluated data consisted   independent variable material labour contracting  dependent variable  cost overrun frequency categorised ing  machine learning model model  support vector machine logistic regression  nearest neighbour random forest stacking ensemble model artificial neural network feature selection evaluation method including univariate feature selection recursive feature elimination selectfrommodel confusion matrix applied deine accurate diction model study  discus generalis   research framework research context      framework illustration context construction  potential adopted  context significantly contribute  practitir stakeholder academic addressing   related issue    machine learning  analytics data driven framework  study
150,"A new strategic approach for R&D
project portfolio selection using
efficiency-uncertainty maps","Purpose – New business practices and the globalization of markets force firms to take innovation as the
fundamental pillar of their competitive strategy. Research and Development (R&D) plays a vital role in innovation. As technology advances and product life cycles become shorter, firms rely on R&D as a strategy to invigorate innovation. R&D project portfolio selection is a complex and challenging task. Despite the management’s efforts to implement the best project portfolio selection practices, many projects continue to fail or miss their target. The problem is that selecting R&D projects requires a deep understanding of strategic vision and technical capabilities. However, many decision-makers lack technological insight or strategic vision. This article aims to provide amethod to capitalize on the expertise of R&Dprofessionals to assistmanagers inmaking informed and effective decisions. It also provides a framework for aligning the portfolio of R&D projects with the organizational vision and mission.
Design/methodology/approach – This article proposes a new strategic approach for R&D project portfolio
selection using efficiency-uncertainty maps.
Findings – The proposed strategy plane helps decision-makers align R&D project portfolios with their strategies to combine a strategic view and numerical analysis in this research. The proposed strategy plane consists of four areas: Exploitation Zone, Challenge Zone, Desperation Zone and Discretion Zone. Mapping the project into this strategic plane would help decision-makers align their project portfolio according to the corporate perspectives.
Originality/value – The new approach combines the efficiency and uncertainty dimensions in portfolio selection into an integrated framework that: (i) provides a complete representation of the stochastic decision-making processes, (ii) models the endogenous uncertainty inherent in the project selection process and (iii) proposes a computationally practical and visually unique solution procedure for classifying desirable and undesirable R&D projects.
Keywords Project management, Risk management, Research and development, Efficiency, Uncertainty,
Strategy map Paper type Research paper A new strategic approach for R&D
project portfolio selection using
efficiency-uncertainty maps",Strategic alignment,  business practice globalization market force firm take innovation fundamental pillar competitive strategy research development  play  role innovation technology advance product life cycle  shorter firm rely  strategy invigorate innovation    selection complex challenging task despite  effort implement    selection practice   continue fail miss target  selecting   requires deep understanding strategic vision technical cap   decision  lack technological insight strategic vision article  provide amethod capitalize expertise  dprofessionals assistrs inmaking informed effective decision  provides framework aligning    organizational vision mission design methodology approach article proposes  strategic approach    selection  efficiency uncertainty map finding  strategy plane  decision  align    strategy combine strategic view numerical analysis research  strategy plane consists four  exploitation  challenge  desperation  discretion  mapping  strategic plane would  decision  align   according corporate perspective originality value  approach combine efficiency uncertainty dimension  selection integrated framework provides complete reation stochastic decision making   model endogenous uncertainty inherent  selection  iii proposes computationally practical visually unique solution procedure classifying desirable undesirable   words   risk  research development efficiency uncertainty strategy map  type research   strategic approach    selection  efficiency uncertainty map
151,Document clustering for knowledge synthesis and project portfolio funding decision in R&D organizations,"The paper discusses a method of using document clustering for information/knowledge synthesis and decision facilitation in R&D organisations. The emerging methodologies of machine learning, artificial intelligence and data science in conjunction with fuzzy mathematics can be optimally exploited to catalyse development of information bank for research organisations. This knowledge ecosystem can be utilized by the proposed mechanism to accelerate and reinforce interdisciplinary research for R&D organisations and empower them to make efficacious information-driven decisions related to project portfolio selection and proposal funding. © 2019, National Institute of Science Communication and Information Resources (NISCAIR). All rights reserved. Document clustering for knowledge synthesis and project portfolio funding decision in R&D organizations",Strategic alignment, discus method  document clustering information knowledge synthesis decision facilitation  organisation emerging methodology machine learning artificial intelligence data science conjunction fuzzy mathematics optimally exploited catalyse development information bank research organisation knowledge eco utilized  mechanism accelerate reinforce interdisciplinary research  organisation empower  efficacious information driven decision related   selection proposal funding   national institute science communication information resource niscair right reserved document clustering knowledge synthesis   funding decision  organization
152,Visual models' system of project management,"This article describes the project management problems complex and according visual methods applied in order to solve them. A systematic approach to project management and complex objects visualization problem solving is proposed. The article considers the problem of business graphics as modern techniques of computational geometry and scientific visualization, that aims the formation of a geometric model of the project initial data. Methods of visual analytics became popular in recent years and are used as a basic approaches to solve problems in the project management area, to those practitioners pay a lot of attention. Application of visual and instrumental analysis, using original software developed by the authors is proposed. The technological sequence in order to obtain the project management problem visual solution for managers is given; moreover, recommendations for the use of visual analytics methods to determine the necessary intervention in the problem situation arising in the process of project management are given. Decision making software tools for the project management tasks based on graphical analysis of the problem situation and on formulating recommendations for the decision making person are presented in the paper. Visual models of structural and risk analysis, calendar, resources, investments and financial planning are presented.This work is the author's review of methods of visual analysis in the sphere of project management. © 2014, National Research Nuclear University. All rights reserved. Visual models' system of project management",Strategic alignment,article describes    complex according visual method applied order solve atic approach   complex object visualization  solving  article considers  business graphic modern technique computational geometry scientific visualization  formation geometric model  initial data method visual analytics became popular recent year  basic approach solve     practitir pay lot attention application visual instrumental analysis  original software    technological sequence order obtain    visual solution   moreover recommendation  visual analytics method deine necessary intervention  situation arising     decision making software tool   task based graphical analysis  situation formulating recommendation decision making person   visual model structural risk analysis calendar resource investment financial planning  this work  review method visual analysis sphere     national research nuclear university right reserved visual model   
153,Decision programming for mixed-integer multi-stage optimization under uncertainty,"Influence diagrams are widely employed to represent multi-stage decision problems in which each decision is a choice from a discrete set of alternative courses of action, uncertain chance events have discrete outcomes, and prior decisions may influence t Decision programming for mixed-integer multi-stage optimization under uncertainty",Value management,influence diagram widely employed  multi stage decision  decision choice discrete  alternative course action uncertain chance event discrete outcome prior decision may influence decision programming mixed integer multi stage optimization uncertainty
154,"Project portfolio selection problems: A review of models, uncertainty approaches, solution techniques, and case studies","Project portfolio selection has been the focus of many scholars in the last two decades. The number of studies on the strategic process has significantly increased over the past decade. Despite this increasing trend, previous studies have not been yet critically evaluated. This paper, therefore, aims to presents a comprehensive review of project portfolio selection and optimization studies focusing on the evaluation criteria, selection approach, solution approach, uncertainty modeling, and applications. This study reviews more than 140 papers on project portfolio selection research topic to identify the gaps and to present future trends. The findings show that not only the financial criteria but also social and environmental aspects of project portfolios have been focused by researchers in project portfolio selection in recent years. In addition, meta-heuristics and heuristics approach to finding the solution of mathematical models have been the critical research by scholars. Expert systems, artificial intelligence, and big data science have not been considered in project portfolio selection in the previous studies. In future, researchers can investigate the role of sustainability, resiliency, foreign investment, and exchange rates in project portfolio selection studies, and they can focus on artificial intelligence environments using big data and fuzzy stochastic optimization techniques. © 2019 The Author(s). Project portfolio selection problems: A review of models, uncertainty approaches, solution techniques, and case studies",Value management,  selection   scholar last two decade  study strategic  significantly increased past decade despite increasing trend vious study yet critically evaluated  therefore   comhensive review   selection optimization study ing evaluation criterion selection approach solution approach uncertainty modeling application study review      selection research topic  gap  future trend finding  financial criterion  social environmental aspect    researcher   selection recent year addition meta heuristics heuristic approach finding solution mathematical model critical research scholar expert  artificial intelligence big data science considered   selection vious study future researcher investigate role sustain resiliency foreign investment exchange rate   selection study  artificial intelligence environment  big data fuzzy stochastic optimization technique      selection  review model uncertainty approach solution technique  study
155,Big data team process methodologies: A literature review and the identification of key factors for a project's success,"This paper reports on our review of published research relating to how teams work together to execute Big Data projects. Our findings suggest that there is no agreed upon standard for executing these projects but that there is a growing research focus in this area and that an improved process methodology would be useful. In addition, our synthesis also provides useful suggestions to help practitioners execute their projects, specifically our identified list of 33 important success factors for executing Big Data efforts, which are grouped by our six identified characteristics of a mature Big Data organization. © 2016 IEEE. Big data team process methodologies: A literature review and the identification of key factors for a project's success",Value management, report review published research relating team work together execute big data  finding suggest agreed upon standard executing  growing research   improved  methodology would ful addition synthesis  provides ful suggestion  practitir execute  specifically identified list   important success factor executing big data effort grouped six identified characteristic mature big data organization   ieee big data team  methodology literature review identification  factor  success
156,A survey study of success factors in data science projects,"In recent years, the data science community has pursued excellence and made significant research efforts to develop advanced analytics, focusing on solving technical problems at the expense of organizational and socio-technical challenges. According to previous surveys on the state of data science project management, there is a significant gap between technical and organizational processes. In this article we present new empirical data from a survey to 237 data science professionals on the use of project management methodologies for data science. We provide additional profiling of the survey respondents' roles and their priorities when executing data science projects. Based on this survey study, the main findings are: (1) Agile data science lifecycle is the most widely used framework, but only 25% of the survey participants state to follow a data science project methodology. (2) The most important success factors are precisely describing stakeholders' needs, communicating the results to end-users, and team collaboration and coordination. (3) Professionals who adhere to a project methodology place greater emphasis on the project's potential risks and pitfalls, version control, the deployment pipeline to production, and data security and privacy. © 2021 IEEE. A survey study of success factors in data science projects",Value management,recent year data science community pursued excellence made significant research effort develop advanced analytics ing solving technical  expense organizational socio technical challenge according vious survey state data science   significant gap technical organizational  article   empirical data survey   data science professional    methodology data science provide additional profiling survey respondent role priority executing data science  based survey study main finding   agile data science lifecycle widely  framework   survey participant state  data science  methodology   important success factor cisely describing stakeholder  communicating  end  team collaboration coordination   professional adhere  methodology place greater emphasis  potential risk pitfall version control deployment pipeline production data security privacy   ieee survey study success factor data science 
157,Critical Success Factors of Business Intelligence Systems Implementation,"Business intelligence (BI) systems enable rapid decision-making in an era of big data and constantly evolving market dynamics. Yet, the majority of BI implementation efforts fail to deliver productive outcomes. We use a technical, organizational, and process perspective to identify significant criteria that contribute to successful implementation. A taxonomy of perspectives, criteria, and factors is introduced. This work provides insights into developing a decision model to support successful BI implementation.  © 1973-2011 IEEE. Critical Success Factors of Business Intelligence Systems Implementation",Value management,business intelligence   enable  decision making era big data  evolving market dynamic yet majority  implementation effort fail deliver productive outcome  technical organizational  perspective  significant criterion contribute successful implementation taxonomy perspective criterion factor introduced work provides insight developing decision model support successful  implementation   ieee critical success factor business intelligence  implementation
158,Exploring the link between PPM implementation and company success in achieving strategic goals: An empirical framework,"Organisations are constantly under pressure to innovate and grow by successfully executing their business strategies. The ever-increasing rate of change in technology has implications for product lifecycles, cost pressures, expectations of higher quality Exploring the link between PPM implementation and company success in achieving strategic goals: An empirical framework",Value management,organisation  ssure innovate grow successfully executing business strategy ever increasing rate change technology implication product lifecycles cost ssure expectation higher quality exploring link ppm implementation company success achieving strategic goal empirical framework
159,Value-oriented IT project portfolio management,"In the present enterprise computing environment, it becomes more and more important to be able to demonstrate financial gains of IT (Information Technology) initiatives compared to their cost. A valuation methodology is a logical, repeatable framework fo Value-oriented IT project portfolio management",Value management, enterprise computing environment  important able demonstrate financial gain information technology initiative compared cost valuation methodology logical repeatable framework  value oriented   
160,D-WASPAS: Addressing Social Cognition in Uncertain Decision-Making with an Application to a Sustainable Project Portfolio Problem,"Decision-making is an interdisciplinary area that has roots in mathematics, economics, and social science. Multiple-criteria group decision-making (MCGDM) is one of the most applicable areas of decision-making. Social cognition is involved in group decis D-WASPAS: Addressing Social Cognition in Uncertain Decision-Making with an Application to a Sustainable Project Portfolio Problem",Value management,decision making interdisciplinary  root mathematics economics social science multiple criteria group decision making mcgdm    decision making social cognition involved group decis  waspas addressing social cognition uncertain decision making application sustainable   
161,Managing big data of offshore project lifecycle through investment information system,"Big Data is popular term in some recent years and become leverage for business trend around the world. Absolutely 100% agree, all the business uses Information Technology for expanding their business and even survive on the market. IT is not supporting b Managing big data of offshore project lifecycle through investment information system",Value management,big data popular  recent year  leverage business trend   absolutely   agree business  information technology expanding business even survive market supporting  managing big data offshore  lifecycle investment information 
162,Vaikuttavaa tutkimusta arviointikäytäntöjä julkisissa tutkimusorganisaatioissa: Helia ja SAMK,"The role of the polytechnics (also referred to as ""universities of applied sciences"") in the Finnish innovation system has, from rather humble beginnings, steadily increased in importance. The development of their knowledge base has become an integral pa Vaikuttavaa tutkimusta arviointikäytäntöjä julkisissa tutkimusorganisaatioissa: Helia ja SAMK",Value management,role polytechnic  referred university applied science finnish innovation  rather humble beginning steadily increased importance development knowledge base  integral  vaikuttavaa tutkimusta arviointikaytantoja julkisissa tutkimusorganisaatioissa helia  samk
163,A scenario-based mathematical approach to a robust project portfolio selection problem under fuzzy uncertainty,"As a major concern of chief managers in each organization, project portfolio selection has a special place in their responsibilities. To assist managers in making decisions, applicable optimization models play an essential role in such processes. In this A scenario-based mathematical approach to a robust project portfolio selection problem under fuzzy uncertainty",Value management,major concern chief  organization   selection special place responsibility assist  making decision  optimization model play essential role  scenario based mathematical approach robust   selection  fuzzy uncertainty
164,The impact made on project portfolio optimisation by the selection of various risk measures,This study addresses the effect of selecting an appropriate risk measure and the impact of this choice on the efficient frontier of the project portfolio of an organisation. The appropriate choice of a firm?s project portfolio has a great impact on the o The impact made on project portfolio optimisation by the selection of various risk measures,Value management,study address effect selecting appropriate risk measure impact choice efficient frontier   organisation appropriate choice firm   great impact impact made   optimisation selection various risk measure
165,Unified business intelligence ecosystem: A project management approach to address business intelligence challenges,"The purpose of this paper is to explore a concept that improves the success rate of Business Intelligence projects by looking at it as an ecosystem rather than standalone project. This paper discusses the importance on Business Intelligence (BI) initiatives and today's challenges in implementing them. The concentration is on using proven practices of project management to reduce the failure rates of the Business Intelligence projects by evaluating currently existing Information Technology (IT) project process, Business Intelligence frameworks and a Project Vulnerability process in order to adopt some of the best project management practices that works for Business Intelligence projects. The paper studies currently existing processes and introduces a new concept which henceforth will be termed as 'Unified Business Intelligence Ecosystem' framework (UBIE). This research is based on various project management frameworks, those are proven to increase the efficiency of projects, and far-ranging sources of research on nature of Business Intelligence projects, personal observations and real-world Business Intelligence consulting experience. Research limitations/implications: Business Intelligence is a constantly developing field. Partial standardization and extensive availability and access to Business Intelligence resources has created many definitions and buzz words in the industry. The assumptions described in this research might seem arguable given the reader's experience in this field. Originality/value: The paper presents a different perspective to view and manage Business Intelligence projects. It encourages to interpret Business Intelligence projects as an ecosystem by combining technical, business and management aspect rather than separate, standalone entity. The aim of this research paper is to achieve Business Intelligence success by customizing Project Management (PM) practices to fit the unique need of Business Intelligence projects. Acronyms Business Intelligence-BI Project Management-PM Data Science-DS Information technology-IT Unified Business Intelligence Ecosystem-UBIE Responsibility, Accountability, Consulted, Informed-RACI. © 2018 Portland International Conference on Management of Engineering and Technology, Inc. (PICMET). Unified business intelligence ecosystem: A project management approach to address business intelligence challenges",Value management,  explore  improves success rate business intelligence  looking eco rather standal   discus importance business intelligence  initiative  challenge implementing concentration  proven practice   reduce failure rate business intelligence  evaluating currently existing information technology   business intelligence framework  vulner  order adopt    practice work business intelligence   study currently existing  introduces   henceforth  unified business intelligence eco framework ubie research based various   framework proven increase efficiency  far ranging source research  business intelligence  personal observation real  business intelligence consulting experience research limitations implications business intelligence  developing  partial standardization extensive avail access business intelligence resource created  definition buzz word industry assumption described research might seem arguable  reader experience  originality value    perspective view  business intelligence  encourages intert business intelligence  eco combining technical business  aspect rather separate standal entity  research   business intelligence success customizing    practice fit unique  business intelligence  acronym business intelligence     data science  information technology  unified business intelligence eco ubie responsibility account consulted informed raci   portland international conference  engineering technology inc picmet unified business intelligence eco   approach address business intelligence challenge
166,Project duration-cost-quality prediction model based on Monte Carlo simulation,"Based on the earned value management theory, the project duration and cost forecast data are obtained through Monte Carlo simulation, combined with the knowledge of mathematical statistics to in-depth analysis of the data, and then the project quality calculation is completed by establishing the quality correlation function. On the basis of existing scholars' research, at the process level, the management focus is identified by calculating process influence and quality, and at the project level, the operation of the entire project is simulated and predicted by the calculation of the total construction period, cost, and quality. © Published under licence by IOP Publishing Ltd. Project duration-cost-quality prediction model based on Monte Carlo simulation",Value management,based earned value  theory  duration cost forecast data obtained monte carlo simulation combined knowledge mathematical statistic  depth analysis data  quality calculation completed establishing quality correlation function basis existing scholar research     identified calculating  influence quality   operation entire  simulated dicted calculation total construction period cost quality published licence iop publishing ltd  duration cost quality diction model based monte carlo simulation
