Title,Alineamiento estatégico,Manejo de valor,Manejo de riesgo,Manejo de gobernanza,Otros,Monitoreo y control de portafolio
Intelligent decision support system for construction project monitoring,7.31,16.57,10.98,16.16,11.91,15.54
User-centered requirements elicitation for Business Intelligence solutions,5.41,13.81,9.35,17.03,7.39,9.46
The electronic scientific portfolio assistant: Integrating scientific knowledge databases to support program impact assessment,6.73,12.71,10.75,13.1,9.65,12.84
"55th Annual Conference of the Operational Research Society 2013, OR55",5.41,17.96,11.45,11.79,8.42,13.85
Automation federation joins security project,4.39,14.09,8.41,13.1,7.39,10.47
The steel making plant business intelligence project; [Projet d'aide à la décision stratégique à l'aciérie],4.39,11.6,8.41,13.97,6.37,10.81
Aligning Process Automation and Business Intelligence to Support Corporate Performance Management,7.75,16.02,11.21,20.52,10.47,11.82
Insights and surprises from usage patterns: Some benefits of data mining in academic online systems,6.14,14.92,10.75,16.59,9.45,12.5
Multidimensional knowledge spaces for strategic management - Experiences at a leading manufacturer of construction and mining equipment,5.85,15.19,9.35,15.72,7.8,11.15
Applying multi-agent system technique to production planning in order to automate decisions,5.56,14.36,11.68,16.16,7.39,11.49
Neural network based framework for optimization of enterprise resource planning,4.68,14.36,9.35,15.28,10.88,10.81
"For ERP payback, look to winning add-on modules",4.39,11.05,8.88,15.28,7.19,9.12
Setting the IT agenda for your business in 2007,5.56,14.09,10.75,16.16,8.62,11.49
PUZZLE: A concept and prototype for linking business intelligence to business strategy,7.75,17.13,11.45,17.9,9.03,14.19
Text analytics for homeland security technology development,7.89,17.13,10.75,17.03,10.68,15.2
Using Set of Experience in the Process of Transforming Information into Knowledge,5.56,14.36,10.98,18.34,8.21,11.49
Knowledge creation in marketing based on data mining,5.7,13.81,9.11,15.28,7.19,12.16
Business intelligence for strategic management in a technology-oriented company,6.58,15.19,10.28,19.21,8.83,13.18
"Proceedings of the 36th Annual Hawaii International Conference on System Sciences, HICSS 2003",5.26,15.47,10.05,20.09,8.21,10.47
A method to elaborate a qualifications framework for innovative design - Application to a master degree in innovation,9.06,19.34,14.02,23.58,12.32,14.53
"Creation, management, and assessment of library screencasts: The regis libraries animated tutorials project",4.82,11.33,9.11,10.92,6.78,10.14
Decision making system of petrochemical engineering budget based on Data Warehouse,4.24,15.19,9.35,13.97,8.01,10.47
Making marketing happen: How great companies make strategic marketing planning work for them,10.38,16.57,13.79,23.14,14.37,15.88
Analytics in Shanghai,4.53,11.88,8.64,13.54,6.37,9.12
A framework for enhancing competitive intelligence capabilities using decision support system based on web mining techniques,6.73,15.19,9.58,17.47,8.01,12.5
Customer analytics projects: Addressing existing problems with a process that leads to success,5.56,16.3,9.35,19.21,8.62,12.16
The NASA program management tool: A new vision in business intelligence,6.43,12.43,8.88,15.72,8.83,10.47
Diagnosis of initial data to design a project model enabling the implementation of a business intelligence process for design and construction engineering companies in Cuba,8.48,18.51,13.79,24.45,10.47,13.18
Visual representation of construction management data,8.77,14.64,13.55,19.65,10.68,15.2
Data warehousing infusion and organizational effectiveness,9.65,21.82,15.65,21.4,13.35,17.23
Business intelligence - A successful approach to creating performance management system. Case study: Application and prospect of business intelligence in metallurgical enterprises in Romania,5.99,17.13,11.21,18.78,10.47,12.5
Support of e-business by business intelligence tools and data quality improvement,5.7,12.15,10.28,13.97,8.01,10.81
The ethics of business intelligence,5.12,13.54,8.41,13.97,6.78,8.78
A conceptual model for technology intelligence,7.16,13.81,9.58,18.78,9.24,12.16
The role of business intelligence in strategic management,2.78,9.94,6.31,11.79,4.72,7.77
The art of outsourcing,5.56,13.26,10.51,14.85,9.24,12.84
Active process-reuse model for collaboration,7.31,17.96,10.75,17.47,9.03,13.18
Customer Relationship Management systems (CRM): Legal issues,4.39,11.88,9.11,13.97,7.39,11.82
Management online: Mining the full potential of the intranet,5.26,14.36,10.98,14.41,10.06,13.85
An approach to integrating bridge and other asset management analyses,16.67,26.8,25.7,30.13,19.71,21.96
Business intelligence and data warehouse - Technological support for decisional management in geographical information systems,9.65,18.78,13.79,20.52,12.73,14.86
The balanced scorecard and its practical applications in oracle balanced scorecard,8.19,18.23,14.02,20.96,11.91,11.82
Building successful technology commercialization teams: Pilot empirical support for the theory of cascading commitment,9.21,21.27,14.95,20.09,10.27,16.55
Illinois workers want lagging public-works projects bolstered,3.22,10.22,7.01,10.48,5.54,9.46
Implementing six sigma: Are you getting results fast enough?,4.39,12.15,10.98,13.54,6.78,12.16
Business intelligence in large organizations: Integrating which data?,6.58,12.43,8.64,15.28,8.83,10.14
Business intelligence - A helping hand for the strategic management,5.7,15.19,12.15,20.96,9.45,11.15
Contributors to construction delays,6.14,12.98,10.28,13.97,10.47,12.84
Case study: Visual analytics in software product assessments,5.99,14.92,10.98,13.54,9.03,13.18
Using business intelligence solutions for achieving organization's strategy: Arab international university case study,4.09,14.92,9.35,15.72,6.78,9.8
Regional intelligence: Distributed localised information systems for innovation and development,7.46,17.4,12.15,18.78,9.65,11.82
Data mining for business applications,9.21,18.23,13.79,17.03,11.5,14.53
What every technical communicator should know about metadata,5.12,12.71,8.64,15.72,7.39,9.46
Processing online analytics with classification and association rule mining,8.19,14.64,12.38,21.83,10.88,15.54
Agile Development of Machine Learning (ML) for Conventional Artificial Lift Systems in the Middle-East,9.65,18.51,15.65,20.09,13.55,15.54
The Effect of Big Data Analytics in Enhancing Agility in Cybersecurity Incident Response,5.41,12.71,11.68,14.41,8.01,12.16
"IFIP WG 5.7 International Conference on Advances in Production Management Systems, APMS 2023",8.04,20.17,13.79,21.4,11.91,15.88
Benefits and Challenges of Making Data More Agile: A Review of Recent Key Approaches in Agriculture,7.89,16.3,12.62,15.28,10.47,14.19
Value creation from analytics with limited data: a case study on the retailing of durable consumer goods,8.63,16.3,11.68,14.85,11.09,14.19
Mastering Snowflake Solutions: Supporting Analytics and Data Sharing,9.94,19.34,13.08,23.14,11.5,17.23
Digital twin-based intelligent fish farming with Artificial Intelligence Internet of Things (AIoT),6.87,15.19,10.98,17.9,9.03,11.15
Advanced analytics for mining industry,13.3,24.03,22.43,22.71,17.04,20.27
"Third Element of Strategy—Team, Processes, and Governance: Establishing Building Blocks, Including an Agile Team, for Success",5.12,12.71,9.58,14.85,8.01,10.14
"The importance of data mining, user information behaviour and interaction audit for information literacy",10.09,21.55,15.19,18.78,13.76,18.24
Role of chemical reaction engineering for sustainable growth: One industrial perspective from India,9.21,16.02,12.15,20.96,9.65,13.51
Organisational enablers of advanced analytics adoption for supply chain flexibility and agility,6.14,14.09,9.81,14.85,8.62,12.84
"Proceedings of the 22nd International Conference on Business Informatics Research, BIR 2023",8.63,21.55,14.25,22.27,13.76,16.55
Artifact Traceability in DevOps: An Industrial Experience Report,5.26,12.98,9.35,11.79,8.62,11.15
Research trends analysis using text mining in construction management: 2000–2020,6.87,20.99,11.21,17.47,10.06,14.86
Role of big data in agile business management: A conceptual framework,5.99,14.09,9.35,16.16,7.19,11.49
Science Autonomy and Planetary Missions: ML and Data Science Applied to the ExoMars Mission,11.7,21.55,16.59,20.52,14.99,19.26
"HiVE, an agile microsatellite constellation for thermal infrared Earth observation enabling “more crop per drop”",9.65,14.36,12.85,18.78,10.68,15.2
Bringing Huge Core Analysis Legacy Data Into Life Using Machine Learning,11.4,22.1,16.82,20.96,16.02,16.89
Impact of artificial intelligence-driven big data analytics culture on agility and resilience in humanitarian supply chain: A practice-based view,9.8,23.2,15.65,26.2,12.94,17.23
Towards MLOps in Mobile Development with a Plug-in Architecture for Data Analytics,7.31,12.15,11.68,17.03,9.03,10.47
An empirical investigation of effect of sustainable and smart supply practices on improving the supply chain organizational performance in SMEs in India,8.04,19.89,13.79,18.34,11.09,17.23
Cancer Clinic Redesign: Opportunities for Resource Optimization,8.63,18.51,14.72,20.96,12.11,18.58
Data-Driven Transformation: The Role of Ambidexterity and Analytics Capability in Building Dynamic and Sustainable Supply Chains,9.36,17.68,14.02,19.21,9.24,16.22
Bean counter to value-adding business partner: the changing role of the accountant and situated rationality in a multinational firm,7.75,19.06,10.28,19.21,8.62,13.18
Towards a Democratization of Data in the Context of Industry 4.0,6.29,14.64,10.05,13.1,8.83,13.18
Skills Measurement Strategic Leadership Based on Knowledge Analytics Management through the Design of an Instrument for Business Managers of Chilean Companies,9.5,16.85,12.15,22.27,11.09,16.22
Information Resilience: the nexus of responsible and agile approaches to information use,6.29,15.75,10.28,16.59,9.45,11.49
A Robust Statistical Methodology for Measuring Enterprise Agility,9.06,19.06,12.85,22.27,11.5,13.85
Taming the HiPPO (Highest Paid Person's Opinion) with agile metrics and value management,4.82,12.15,9.35,16.59,7.19,11.15
Big Data Analytics Capability Ecosystem Model for SMEs,11.11,18.23,13.08,20.96,13.14,15.2
Digital conflicts in procurement,9.5,18.51,15.65,21.83,13.35,16.22
Selection of Industry 4.0 Technology to Support Lean Manufacturing from the Perspective of Enterprise Interoperability,9.21,17.96,14.25,16.59,10.68,15.2
Multi-access Edge Computing video analytics of ITU-T P.1203 Quality of Experience for streaming monitoring in dense client cells,7.31,13.81,12.38,19.65,9.24,10.81
Implications of using Industry 4.0 base technologies for lean and agile supply chains and performance,8.19,17.96,13.32,19.65,11.7,16.22
How big data analytics use improves supply chain performance: considering the role of supply chain and information system strategies,7.31,15.75,9.35,15.72,7.8,12.16
Lean in industry 4.0 is accelerating manufacturing excellence – A DEMATEL analysis,8.19,21.55,11.68,13.54,11.7,14.19
Achieving Competitive Sustainable Advantages (CSAs) by Applying a Heuristic-Collaborative Risk Model,11.4,18.23,15.65,20.09,14.78,15.88
Analyzing Truck Driver's Behavior on the Road Using YOLO v4 Tiny Algorithm,6.87,16.02,13.55,17.47,11.29,15.88
Lessons learned to improve the UX practices in agile projects involving data science and process automation,8.77,17.13,14.95,20.96,11.91,15.54
Accelerating Digital Transformation of SMEs,6.87,11.33,10.05,15.72,7.6,10.14
Digital Transformation Handbook,9.8,16.85,14.25,21.4,11.91,14.86
An Agile Concept Inventory Methodology to Detect Large Sets of Student Misconceptions in Programming Language Courses,6.58,13.54,10.75,14.85,8.62,11.49
Machine learning (ML) on the Internet of Things (IoT) streaming data toward real-time insights,7.6,13.54,11.21,15.72,10.27,12.5
Holistic Framework to Data-Driven Sustainability Assessment,7.6,16.02,12.38,19.21,10.47,14.86
Successful operational integration of healthcare analytics at Seattle Children's,10.53,16.3,14.02,18.78,12.73,19.26
Analysis of Business Data and Cybersecurity as New Areas of Activity for Business Analysts in the Context of Digital Transformation,6.43,14.09,10.75,14.41,9.24,12.16
Enterprise-Level IS Research: Challenges and Potentials of Looking Beyond Enterprise Solutions,8.33,17.96,13.08,22.27,11.91,14.19
Integrating design thinking and agile approaches in analytics development: The case of Aginic,5.41,12.71,9.11,16.59,6.98,10.14
"A Review of Cloud Computing on Sustainable Development: Contribution, Exploration and Potential Challenges",7.31,16.85,11.45,15.72,9.24,13.51
"Lessons Learned From Interdisciplinary Efforts to Combat COVID-19 Misinformation: Development of Agile Integrative Methods From Behavioral Science, Data Science, and Implementation Science",8.19,17.13,13.79,18.34,10.68,15.54
Intertwining green SCM- and agile SCM-based decision-making framework for sustainability using GIVTFNs,10.53,21.55,15.65,21.4,11.7,16.55
"Impact of COVID-19 on open universities worldwide: case studies from Asia, Africa and Europe",8.63,18.78,13.08,16.59,13.35,14.86
Moving towards agile cybersecurity incident response: A case study exploring the enabling role of big data analytics-embedded dynamic capabilities,8.19,17.4,11.21,16.16,10.47,12.5
From digital tools to digital methodology: About the agile introduction of BI: Support driver-based planning,7.89,15.75,11.92,19.21,9.86,10.47
The Review for Visual Analytics Methodology,8.63,21.27,13.79,19.21,12.32,16.89
"23rd International Conference on Enterprise Information Systems, ICEIS 2021",9.21,19.89,14.95,20.96,11.91,14.19
Reimagining the Fashion Retail Industry Through the Implications of COVID-19 in the Gulf Cooperation Council (GCC) Countries,7.46,16.85,9.81,16.59,8.83,14.19
Monitoring Cloud-Native Applications: Lead Agile Operations Confidently Using Open Source Software,7.46,16.57,12.38,24.45,10.06,12.84
A Business Intelligence Tool for Explaining Similarity,8.63,15.47,13.79,20.52,10.88,14.86
BERT-Based Secure and Smart Management System for Processing Software Development Requirements from Security Perspective,8.04,18.23,14.02,20.09,11.09,13.18
"CAiSE-DC 2022 - Proceedings of the Doctoral Consortium Papers Presented at the 34th International Conference on Advanced Information Systems Engineering, CAiSE 2022",6.14,18.78,11.45,17.03,9.65,11.82
Demonstration of latency-aware 5G network slicing on optical metro networks,5.26,13.54,8.88,14.85,7.19,11.15
Creating Value from Front End Digitalization Versus Conventional Work Processes,10.82,22.38,15.42,19.21,14.17,15.54
Emerging Market Retail: Transitioning from a Product-Centric to a Customer-Centric Approach,7.31,16.85,11.45,20.09,10.27,14.53
A Case Study on Project Realization Digitalization from the Domain Perspective,8.48,20.99,15.42,23.14,14.17,17.23
Minimising Risk—The Application of Kotter’s Change Management Model on Customer Relationship Management Systems: A Case Study,8.48,20.44,14.49,21.4,11.5,15.88
Leveling up tech skills in the internal audit profession: A window into value creation in evolving digitalized business landscapes,8.04,19.34,11.68,18.34,9.65,12.5
Digital transformation by enabling strategic capabilities in the context of “BRICS”,13.74,22.93,20.09,25.76,16.02,18.92
Data Virtual Machines: Enabling Data Virtualization,5.99,12.98,10.05,13.54,8.83,11.49
"Reimagining Digital Learning for Sustainable Development: How Upskilling, Data Analytics, and Educational Technologies Close the Skills Gap",6.43,15.19,11.92,18.34,8.21,11.15
Log Sinks and Big Data Analytics along with User Experience Monitoring to Tell a Fuller Story,7.31,14.36,12.38,18.34,8.83,13.51
Evergreen Forecast & Predictive LTRO Using Machine Learning – Case Study from PDO South,11.4,19.89,16.59,18.78,15.4,16.22
Interactive Visualization for Statistical Modelling through a Shiny App in R,7.75,19.89,12.15,19.21,9.24,15.54
Towards the Automation of Industrial Data Science: A Meta-learning based Approach,8.33,18.78,14.02,16.16,10.88,14.53
Building capacity of community health centers to overcome data challenges with the development of an agile COVID-19 public health registry: a multistate quality improvement effort,9.5,14.36,13.32,18.34,10.68,12.5
Understanding business analytics continuance in agile information system development projects: an expectation-confirmation perspective,5.41,16.02,9.35,14.85,7.6,13.85
Remote Digital Technologies Driving Innovation - A Case Study on Subsea Operations,11.11,17.96,15.19,17.47,13.35,17.23
Agile Field Development Study Leveraging Fast-Tracked Reservoir Modeling and Data Analytics While Incorporating Reservoir Uncertainties,8.92,20.72,12.62,22.27,12.53,16.89
The Digitalization of Well Intervention Operations: From Proof of Concept to Proof of Scale,9.8,19.61,18.22,20.09,16.43,15.54
Toward an Understanding of Big Data Analytics and Competitive Performance,8.19,16.3,10.98,19.65,9.86,14.53
"10th International Conference on Design, User Experience, and Usability, DUXU 2021, held as part of the 23rd International Conference, HCI International 2021",7.89,18.23,12.15,23.58,11.5,12.16
Emergency management system design for accurate data: a cognitive analytics management approach,7.6,17.96,12.15,20.09,10.47,13.85
Organizational agility in industry 4.0: A systematic literature review,6.43,17.4,11.21,14.85,8.83,13.18
QaSD: A Quality-aware Strategic Dashboard for supporting decision makers in Agile Software Development,7.31,16.3,12.38,19.21,8.83,12.84
Current approaches for executing big data science projects—a systematic literature review,8.63,21.55,12.38,19.21,11.09,14.53
The mediating role of knowledge management and information systems selection management capability on Big Data Analytics quality and firm performance,9.06,19.34,10.98,20.09,9.86,13.51
The essential role of population health during and beyond COVID-19,5.99,14.09,10.75,13.54,8.62,12.5
The Urgency of Business Agility During COVID-19 Pandemic: Distribution of Small and Medium Business Products and Services,6.58,15.75,10.75,17.47,9.45,13.85
Leveraging the serverless paradigm for realizing machine learning pipelines across the edge-cloud continuum,7.89,16.3,14.02,20.52,12.11,13.51
"Transitioning from Legacy Air Traffic Management to Airspace Management through Secure, Cloud-Native Automation Solutions",12.13,21.82,17.99,22.71,13.96,17.91
Towards using self-generated data sources to decision support in agile software development; [Hacia el uso de fuentes autogeneradas de datos como soporte a la toma de decisiones en el desarrollo ágil de software],7.6,14.92,12.38,23.58,10.88,12.84
Agile Architectural Model for Development of Time-Series Forecasting as a Service Applications,9.06,17.4,14.72,18.78,12.94,16.89
"Real-time analytics, incident response process agility and enterprise cybersecurity performance: A contingent resource-based analysis",7.46,14.36,11.92,17.47,8.21,12.84
The role of artificial intelligence in shaping the future of Agile fashion industry,9.65,20.17,12.38,19.21,12.32,15.2
Digital Lighthouse: A Scalable Model for Digital Transformation in Oil & Gas,10.53,21.55,16.36,20.96,14.99,16.55
Value Oriented Engineering Solutions for Business Continuity,7.6,18.78,14.02,16.59,10.68,15.54
"Digitally Transforming Electronic Governments into Smart Governments: SMARTGOV, an Extended Maturity Model",8.19,17.13,12.85,18.34,11.5,13.51
Lean 4.0: Digital Technologies as Strategies to Reduce Waste of Lean Manufacturing,8.63,14.92,11.68,16.59,10.27,12.16
Re-Imagining Performance Reviews: Automated Dashboards for Continuous Visibility of Engineers' Performance,7.02,15.75,12.62,25.33,9.86,13.18
Business Analytics in Strategic Purchasing: Identifying and Evaluating Similarities in Supplier Documents,6.43,15.19,10.05,17.03,7.8,12.16
SoReady: An Extension of the Test and Defect Coverage-Based Analytics Model for Pull-Based Software Development,7.46,18.51,12.85,20.09,9.45,13.18
Analysis of barriers in implementation of digital transformation of supply chain using interpretive structural modelling approach,8.63,17.4,12.15,14.85,10.27,19.26
Cyber Digital Twin Simulator for Automatic Gathering and Prioritization of Security Controls' Requirements,5.99,13.26,10.75,13.54,8.62,11.82
Agile CMII: A Methodology for Assessing Social Project Impacts Within Agile Contexts,7.02,15.19,12.38,17.9,10.68,12.5
Development and initial validation of the big data framework for agile business: Transformational innovation initiative,5.85,11.88,10.05,14.85,7.19,8.78
Architectural ML Framework for IoT Services Delivery Based on Microservices,6.73,12.43,10.98,13.54,10.68,11.49
Why we need a small data paradigm,9.06,20.72,14.95,19.65,13.14,12.84
"Rejuvenating late life field opportunities through a fast track full field re-evaluation, focused idle well reactivation, strategic data acquisition and data analytics in peninsular Malaysia waters",9.8,20.99,14.49,18.78,14.78,16.89
Practical insights for sales force digitalization success,7.16,15.75,12.38,17.03,9.24,14.86
"The effect of disruption technology, and the future knowledge management toward service innovation for telecommunication industry 4.0 in Indonesia",11.4,21.55,15.89,23.58,12.94,16.89
"Comparison of the Particulate Matter Index and Particulate Evaluation Index Numbers Calculated by Detailed Hydrocarbon Analysis by Gas Chromatography (Enhanced ASTM D6730) and Vacuum Ultraviolet Paraffin, Isoparaffin, Olefin, Naphthene, and Aromatic Analysis (ASTM D8071)",5.41,13.81,9.58,13.1,6.78,13.85
Structural modeling of lean supply chain enablers: a hybrid AHP and ISM-MICMAC based approach,10.38,26.24,15.65,17.03,13.14,20.27
Commentary: practical insights for sales force digitalization success—an executive’s key takeaways,4.82,12.71,10.98,14.41,6.78,9.12
STAMP 4 NLP – An Agile Framework for Rapid Quality-Driven NLP Applications Development,8.19,17.4,13.32,17.47,10.68,15.88
Sentiment Analysis Platform of Customer Product Reviews,5.85,18.51,11.45,14.41,9.65,13.51
How big data analytics improve supply chain performance: Considering the roles of supply chain and is strategy,5.56,13.26,9.11,13.54,6.98,11.15
Excess patient visits for cough and pulmonary disease at a large US health system in the months prior to the COVID-19 pandemic: Time-series analysis,8.33,20.72,13.08,16.59,12.73,19.26
Sustainability benefits analysis of cyber-manufacturing systems,9.21,19.89,13.55,19.65,11.5,15.54
INFORMING AGILITY IN THE CONTEXT OF ORGANIZATIONAL CHANGES,8.33,17.13,13.32,18.34,11.5,12.16
"1st Conference on Production Systems and Logistics, CPSL 2020",7.89,18.23,12.38,17.9,10.88,13.18
Predictive Analysis of Manpower Requirements in Scrum Projects Using Regression Techniques,8.19,17.68,14.02,19.65,13.14,17.23
Marketing ecosystem: An outside-in view for sustainable advantage,8.48,14.64,11.68,16.59,9.86,15.54
Just-in-time modeling with DataMingler,5.41,12.43,7.48,13.1,6.98,10.14
Developing strategies to improve agility in the project procurement management (PPM) process: Perspective of business intelligence (BI),10.96,19.61,13.79,22.27,13.55,16.22
Production optimization under constraints: Development and application of software combining data science and petroleum engineering knowledge,6.29,15.47,11.92,16.59,9.65,14.19
Digital transformation and the impact in knowledge management,8.48,13.26,12.38,18.78,10.47,11.82
Refinery digital transformation: Driving an end-to-end value chain optimization strategy with ai and prescriptive models,9.36,21.82,15.65,21.4,14.58,17.91
Enduring Industry Dynamics through Agile Business Strategy,7.75,17.13,11.45,18.78,9.45,10.81
The ecology of open innovation units: adhocracy and competing values in public service systems,7.16,13.54,11.45,15.72,9.86,12.5
Software Engineering for Machine Learning: A Case Study,7.89,17.68,14.02,18.78,11.29,15.54
A scoping review of the use of data analytics for the evaluation of mhealth applications,9.5,26.52,14.49,17.03,12.11,16.89
Large scale quality transformation in hybrid development organizations – A case study,7.02,17.96,11.45,20.96,9.86,12.16
Big data analytics capability and co-innovation: An empirical study,6.73,16.02,10.51,19.21,8.62,12.5
Modelling the relationship of digital technologies with lean and agile strategies,8.33,16.3,10.98,18.34,10.06,16.22
Agile analytics: Adoption framework for business intelligence in higher education,7.75,17.13,12.85,20.09,8.83,13.18
Managing the professional skills of the future: A model to support competence management,8.77,20.17,11.92,19.65,12.11,14.19
Exploring critical success factors in agile analytics projects,6.43,19.34,11.92,16.16,10.47,12.84
"Baltic-DB and IS-Forum-DC 2020 - Joint Proceedings of Baltic DB and IS 2020 Conference Forum and Doctoral Consortium, co-located with the 14th International Baltic Conference on Databases and Information Systems, Baltic DB and IS 2020",6.58,14.36,9.58,17.47,9.03,14.19
Long-term creep behavior prediction of polymethacrylimide foams using artificial neural networks,6.43,18.51,12.62,14.85,11.7,17.91
Supply chain business intelligence and the supply chain performance: The mediating role of supply chain agility,7.6,17.13,11.45,19.65,8.83,13.85
HawkEye: A visual framework for agile cross-validation of deep learning approaches in financial forecasting,8.33,16.3,13.55,19.21,11.5,15.54
"Applying IIoT and AI - Opportunities, requirements and challenges for industrial machine and equipment manufacturers to expand their services",7.31,14.09,11.92,14.85,9.45,12.5
Simulating a virtual machining model in an agent-based model for advanced analytics,6.73,14.64,11.68,14.41,10.47,15.54
Methodologies for designing healthcare analytics solutions: A literature analysis,7.75,20.44,12.85,20.96,10.88,14.19
Applying Scrum in Data Science Projects,8.04,17.96,13.32,18.78,10.47,14.53
Transforming communication channels to the co-creation and diffusion of intangible heritage in smart tourism destination: Creation and testing in Ceutí (Spain),6.14,14.92,12.38,14.41,9.03,11.82
Towards Agile Integration: Specification-based Data Alignment,7.16,15.47,12.62,15.72,10.88,14.19
HR 4.0 case studies,8.63,18.23,13.79,23.58,11.5,14.53
Reputational intelligence: innovating brand management through social media data,8.92,18.23,13.55,19.21,10.88,16.89
Journey towards the unconventional digital well factory,8.63,16.02,14.02,17.03,11.5,16.55
How to make intelligent automation projects agile? Identification of success factors and an assessment approach,10.96,22.1,15.19,20.96,12.32,19.59
Data as a strategic asset: Improving results through a systematic data governance framework,13.6,25.69,21.73,28.82,18.89,21.28
From Ad-Hoc data analytics to DataOps,8.77,18.23,12.85,19.21,12.73,18.24
Effectiveness of groundwater heavy metal pollution indices studies by deep-learning,7.6,18.23,16.12,17.03,13.35,16.89
Designing a Sourcing Ecosystem for Strategic Innovation Through “Big Data” Applications,9.94,20.17,14.72,23.14,12.11,15.54
Using Big Data Analytics to Create a Predictive Model for Joint Strike Fighter,10.96,20.72,17.76,23.14,15.2,21.96
"Understand, develop and enhance the learning process with big data",16.23,29.01,19.63,30.13,20.74,20.95
Leveraging Governance to Derive Value from Advanced Analytics,5.99,12.15,9.81,15.28,7.6,11.49
"Rejuvenating late life field opportunities through a fast track full field re-evaluation, focused idle well reactivation, strategic data acquisition and data analytics in Peninsular Malaysia waters",9.8,20.99,14.49,18.78,14.78,16.55
Leadership decision-making processes in the context of data driven tools,6.87,16.02,11.92,19.65,10.06,14.19
Health and safety in smart industry: State-of-the-art and future trends,7.02,15.75,9.35,17.47,9.24,11.82
"Quality, IT and Business Operations Modeling and Optimization conference, 2018",8.63,22.38,12.62,25.76,11.5,13.51
The era of big data and path towards sustainability,7.75,18.51,12.15,18.34,11.5,15.2
"18th International Conference on Software Process Improvement and Capability Determination, SPICE 2018",7.89,19.89,12.38,16.59,11.7,13.51
"Agile values or plan-driven aspects: Which factor contributes more toward the success of data warehousing, business intelligence, and analytics project development?",6.58,15.19,9.81,17.03,8.83,12.5
Ambidextrous organization and agility in big data era: The role of business process management systems,7.6,16.02,12.15,17.47,10.06,14.53
Developments in knowledge discovery processes and methodologies: Anything new?,5.56,15.75,9.35,16.59,8.21,12.16
"4th International Conference on Big Data and Information Analytics: Theories, Algorithms and Applications in Data Science, BigDIA 2018",6.14,16.3,9.81,13.54,8.62,13.85
Ad hoc data analytics and business intelligence service framework for construction projects,8.04,16.3,11.45,17.47,9.65,14.86
Building a rig state classifier using supervised machine learning to support invisible lost time analysis,8.63,17.13,13.32,21.83,11.29,16.22
How digital technology can transform Steel and metals value chains,3.95,11.33,9.58,11.79,7.19,10.81
Metric based cloud infrastructure monitoring,5.12,14.92,10.75,18.34,9.65,12.16
Threat intelligence computing,6.29,14.36,10.28,16.59,9.65,11.82
Creating value from business intelligence and analytics in SMEs: Insights from experts,8.33,18.23,11.92,18.34,10.68,14.19
The Agile Deployment of Machine Learning Models in Healthcare,8.04,13.81,11.68,15.28,8.62,13.85
"Joint Proceedings of the AHFE 2018 International Conference on Human Factors in Artificial Intelligence and Social Computing, Software and Systems Engineering, The Human Side of Service Engineering and Human Factors in Energy, 2018",8.48,19.06,14.95,24.89,11.09,14.86
"Artificial intelligence, big data, strategic flexibility, agility, and organizational resilience: A conceptual framework based on existing literature",6.43,14.36,10.05,18.78,8.01,11.15
Exploring collaborative writing of user stories with multimodal learning analytics: A case study on a software engineering course,5.99,17.4,10.75,20.52,8.62,12.84
Real-time drilling advisor appstore – An agile development and deployment program,9.8,19.34,13.32,18.78,12.53,15.2
ESP well and component failure prediction in advance using engineered analytics - A breakthrough in minimizing unscheduled subsurface deferments,10.23,22.38,15.65,24.45,15.81,17.23
Chasing the Crowd: Digital Transformations and the Digital Driven System Design Paradigm,9.8,17.13,14.72,26.2,11.29,15.2
Predictive Simulation Modeling and Analytics of Value Stream Mapping for the Implementation of Lean Manufacturing: A Case Study of Small and Medium-Sized Enterprises (SMEs),5.12,14.92,10.05,14.41,8.83,13.18
Digital employee experience engagement paradox: Futureproofing retention practice,6.58,14.09,11.68,18.78,7.8,12.16
Growing smart farming services: How to get the best out of farming data,7.16,15.19,11.21,19.21,10.68,13.85
Automated VNF Testing with Gym: A Benchmarking Use Case,4.39,12.15,9.11,16.59,6.78,10.14
"15th International Conference on Information Technology: New Generations, ITNG 2018",7.46,17.4,12.62,19.21,11.09,13.85
A model for software development cost estimation with system dynamic approach,8.92,16.57,13.32,19.65,10.47,16.55
ACT Testbot and 4S Quality Metrics in XAAS Framework,8.63,16.02,12.38,20.96,10.47,14.53
Content-based multimedia analytics: US and NATO research,9.06,17.4,12.38,18.78,11.5,12.5
Smart hospitality—Interconnectivity and interoperability towards an ecosystem,6.14,15.47,10.28,19.65,9.65,12.84
"8th International Conference on the Economies of the Balkan and Eastern European Countries in the Changing World, EBEEC 2016",7.89,18.78,12.15,23.58,10.68,13.51
"Digital assurance for oil and gas 4.0: Role, implementation and case studies",10.23,22.65,17.29,21.83,13.35,16.55
Leading Growth through the Digital Leader,7.75,14.36,10.51,17.03,8.21,11.15
Advanced Customer Analytics: Strategic Value Through Integration of Relationship-Oriented Big Data,9.21,14.92,10.28,16.59,9.86,14.19
A knowledge management and sharing business model for dealing with disruption: The case of Aramex,6.29,14.92,9.81,13.54,9.24,11.82
Midas: Towards an Interactive Data Catalog,5.99,11.05,9.11,14.41,6.37,11.15
Real-time detection of under-reamer failure: An example of agile data analytics development and deployment,8.48,17.68,13.55,24.89,12.11,16.22
