Title,Link,Abstract,Name,Category,Criteria
"A new strategic approach for R&D
project portfolio selection using
efficiency-uncertainty maps",,"Purpose – New business practices and the globalization of markets force firms to take innovation as the
fundamental pillar of their competitive strategy. Research and Development (R&D) plays a vital role in innovation. As technology advances and product life cycles become shorter, firms rely on R&D as a strategy to invigorate innovation. R&D project portfolio selection is a complex and challenging task. Despite the management’s efforts to implement the best project portfolio selection practices, many projects continue to fail or miss their target. The problem is that selecting R&D projects requires a deep understanding of strategic vision and technical capabilities. However, many decision-makers lack technological insight or strategic vision. This article aims to provide amethod to capitalize on the expertise of R&Dprofessionals to assistmanagers inmaking informed and effective decisions. It also provides a framework for aligning the portfolio of R&D projects with the organizational vision and mission.
Design/methodology/approach – This article proposes a new strategic approach for R&D project portfolio
selection using efficiency-uncertainty maps.
Findings – The proposed strategy plane helps decision-makers align R&D project portfolios with their strategies to combine a strategic view and numerical analysis in this research. The proposed strategy plane consists of four areas: Exploitation Zone, Challenge Zone, Desperation Zone and Discretion Zone. Mapping the project into this strategic plane would help decision-makers align their project portfolio according to the corporate perspectives.
Originality/value – The new approach combines the efficiency and uncertainty dimensions in portfolio selection into an integrated framework that: (i) provides a complete representation of the stochastic decision-making processes, (ii) models the endogenous uncertainty inherent in the project selection process and (iii) proposes a computationally practical and visually unique solution procedure for classifying desirable and undesirable R&D projects.
Keywords Project management, Risk management, Research and development, Efficiency, Uncertainty,
Strategy map Paper type Research paper",Strategic alignment - Selection,Strategic alignment,Selection
Document clustering for knowledge synthesis and project portfolio funding decision in R&D organizations,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076474119&partnerID=40&md5=7a52a089521bd3904446526d306ab1f2,"The paper discusses a method of using document clustering for information/knowledge synthesis and decision facilitation in R&D organisations. The emerging methodologies of machine learning, artificial intelligence and data science in conjunction with fuzzy mathematics can be optimally exploited to catalyse development of information bank for research organisations. This knowledge ecosystem can be utilized by the proposed mechanism to accelerate and reinforce interdisciplinary research for R&D organisations and empower them to make efficacious information-driven decisions related to project portfolio selection and proposal funding. © 2019, National Institute of Science Communication and Information Resources (NISCAIR). All rights reserved.",Strategic alignment - Selection,Strategic alignment,Selection
Visual models' system of project management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908287711&partnerID=40&md5=485a5ed952d0c56a9a05e6ae0f98339d,"This article describes the project management problems complex and according visual methods applied in order to solve them. A systematic approach to project management and complex objects visualization problem solving is proposed. The article considers the problem of business graphics as modern techniques of computational geometry and scientific visualization, that aims the formation of a geometric model of the project initial data. Methods of visual analytics became popular in recent years and are used as a basic approaches to solve problems in the project management area, to those practitioners pay a lot of attention. Application of visual and instrumental analysis, using original software developed by the authors is proposed. The technological sequence in order to obtain the project management problem visual solution for managers is given; moreover, recommendations for the use of visual analytics methods to determine the necessary intervention in the problem situation arising in the process of project management are given. Decision making software tools for the project management tasks based on graphical analysis of the problem situation and on formulating recommendations for the decision making person are presented in the paper. Visual models of structural and risk analysis, calendar, resources, investments and financial planning are presented.This work is the author's review of methods of visual analysis in the sphere of project management. © 2014, National Research Nuclear University. All rights reserved.",Strategic alignment - Selection,Strategic alignment,Selection
Decision programming for mixed-integer multi-stage optimization under uncertainty,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122023970&doi=10.1016%2fj.ejor.2021.12.013&partnerID=40&md5=378a2aebd42c0cc8bc243968f4cea670,"Influence diagrams are widely employed to represent multi-stage decision problems in which each decision is a choice from a discrete set of alternative courses of action, uncertain chance events have discrete outcomes, and prior decisions may influence t",Value management - Criteria for setting value objectives,Value management,Criteria for setting value objectives
"Project portfolio selection problems: A review of models, uncertainty approaches, solution techniques, and case studies",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076850409&doi=10.3846%2ftede.2019.11410&partnerID=40&md5=86ac10e37faf87ad45e68f8d8aa2ab99,"Project portfolio selection has been the focus of many scholars in the last two decades. The number of studies on the strategic process has significantly increased over the past decade. Despite this increasing trend, previous studies have not been yet critically evaluated. This paper, therefore, aims to presents a comprehensive review of project portfolio selection and optimization studies focusing on the evaluation criteria, selection approach, solution approach, uncertainty modeling, and applications. This study reviews more than 140 papers on project portfolio selection research topic to identify the gaps and to present future trends. The findings show that not only the financial criteria but also social and environmental aspects of project portfolios have been focused by researchers in project portfolio selection in recent years. In addition, meta-heuristics and heuristics approach to finding the solution of mathematical models have been the critical research by scholars. Expert systems, artificial intelligence, and big data science have not been considered in project portfolio selection in the previous studies. In future, researchers can investigate the role of sustainability, resiliency, foreign investment, and exchange rates in project portfolio selection studies, and they can focus on artificial intelligence environments using big data and fuzzy stochastic optimization techniques. © 2019 The Author(s).",Value management - Criteria for setting value objectives,Value management,Criteria for setting value objectives
Big data team process methodologies: A literature review and the identification of key factors for a project's success,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015205680&doi=10.1109%2fBigData.2016.7840936&partnerID=40&md5=920e11bca1436e1226480056fc7ac352,"This paper reports on our review of published research relating to how teams work together to execute Big Data projects. Our findings suggest that there is no agreed upon standard for executing these projects but that there is a growing research focus in this area and that an improved process methodology would be useful. In addition, our synthesis also provides useful suggestions to help practitioners execute their projects, specifically our identified list of 33 important success factors for executing Big Data efforts, which are grouped by our six identified characteristics of a mature Big Data organization. © 2016 IEEE.",Value management - Criteria for setting value objectives,Value management,Criteria for setting value objectives
A survey study of success factors in data science projects,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125297162&doi=10.1109%2fBigData52589.2021.9671588&partnerID=40&md5=675943ed87a232fa08a838c0a804712c,"In recent years, the data science community has pursued excellence and made significant research efforts to develop advanced analytics, focusing on solving technical problems at the expense of organizational and socio-technical challenges. According to previous surveys on the state of data science project management, there is a significant gap between technical and organizational processes. In this article we present new empirical data from a survey to 237 data science professionals on the use of project management methodologies for data science. We provide additional profiling of the survey respondents' roles and their priorities when executing data science projects. Based on this survey study, the main findings are: (1) Agile data science lifecycle is the most widely used framework, but only 25% of the survey participants state to follow a data science project methodology. (2) The most important success factors are precisely describing stakeholders' needs, communicating the results to end-users, and team collaboration and coordination. (3) Professionals who adhere to a project methodology place greater emphasis on the project's potential risks and pitfalls, version control, the deployment pipeline to production, and data security and privacy. © 2021 IEEE.",Value management - Criteria for setting value objectives,Value management,Criteria for setting value objectives
Critical Success Factors of Business Intelligence Systems Implementation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135981665&doi=10.1109%2fEMR.2022.3197096&partnerID=40&md5=f664cb1c17689c428c2d0c38ae5f0533,"Business intelligence (BI) systems enable rapid decision-making in an era of big data and constantly evolving market dynamics. Yet, the majority of BI implementation efforts fail to deliver productive outcomes. We use a technical, organizational, and process perspective to identify significant criteria that contribute to successful implementation. A taxonomy of perspectives, criteria, and factors is introduced. This work provides insights into developing a decision model to support successful BI implementation.  © 1973-2011 IEEE.",Value management - Criteria for setting value objectives,Value management,Criteria for setting value objectives
Exploring the link between PPM implementation and company success in achieving strategic goals: An empirical framework,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996790726&doi=10.7166%2f27-3-1635&partnerID=40&md5=3e08d05335b3bbd66ed3e8658e7a6eaf,"Organisations are constantly under pressure to innovate and grow by successfully executing their business strategies. The ever-increasing rate of change in technology has implications for product lifecycles, cost pressures, expectations of higher quality",Value management - Maximizing value,Value management,Maximizing value
Value-oriented IT project portfolio management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047246338&doi=10.1007%2f0-387-34456-x_22&partnerID=40&md5=94ae0d80c2f19052f116aaeaebeeeb72,"In the present enterprise computing environment, it becomes more and more important to be able to demonstrate financial gains of IT (Information Technology) initiatives compared to their cost. A valuation methodology is a logical, repeatable framework fo",Value management - Maximizing value,Value management,Maximizing value
D-WASPAS: Addressing Social Cognition in Uncertain Decision-Making with an Application to a Sustainable Project Portfolio Problem,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074895885&doi=10.1007%2fs12559-019-09679-3&partnerID=40&md5=a71a2572d777a441aa48485f0c69aae5,"Decision-making is an interdisciplinary area that has roots in mathematics, economics, and social science. Multiple-criteria group decision-making (MCGDM) is one of the most applicable areas of decision-making. Social cognition is involved in group decis",Value management - Monitoring and measuring value,Value management,Monitoring and measuring value
Managing big data of offshore project lifecycle through investment information system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088764343&doi=10.4043%2f28602-ms&partnerID=40&md5=dba06e4d7968ee942700f0844ae9ae39,"Big Data is popular term in some recent years and become leverage for business trend around the world. Absolutely 100% agree, all the business uses Information Technology for expanding their business and even survive on the market. IT is not supporting b",Value management - Monitoring and measuring value,Value management,Monitoring and measuring value
Vaikuttavaa tutkimusta arviointikäytäntöjä julkisissa tutkimusorganisaatioissa: Helia ja SAMK,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750401679&partnerID=40&md5=6df2c8b7a208253e965583ffdc4ee3e0,"The role of the polytechnics (also referred to as ""universities of applied sciences"") in the Finnish innovation system has, from rather humble beginnings, steadily increased in importance. The development of their knowledge base has become an integral pa",Value management - Monitoring and measuring value,Value management,Monitoring and measuring value
A scenario-based mathematical approach to a robust project portfolio selection problem under fuzzy uncertainty,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127399665&doi=10.3233%2fJIFS-210144&partnerID=40&md5=58c7af13384e3b991dcca5e8689bab8e,"As a major concern of chief managers in each organization, project portfolio selection has a special place in their responsibilities. To assist managers in making decisions, applicable optimization models play an essential role in such processes. In this",Value management - Monitoring and measuring value,Value management,Monitoring and measuring value
The impact made on project portfolio optimisation by the selection of various risk measures,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046820422&doi=10.5755%2fj01.ee.29.2.17405&partnerID=40&md5=406f3ac2955a91edccec0836e24024ba,This study addresses the effect of selecting an appropriate risk measure and the impact of this choice on the efficient frontier of the project portfolio of an organisation. The appropriate choice of a firm?s project portfolio has a great impact on the o,Value management - Monitoring and measuring value,Value management,Monitoring and measuring value
Unified business intelligence ecosystem: A project management approach to address business intelligence challenges,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056469838&doi=10.23919%2fPICMET.2018.8481744&partnerID=40&md5=e0edc2d4da744e3e3669f660df7a1b26,"The purpose of this paper is to explore a concept that improves the success rate of Business Intelligence projects by looking at it as an ecosystem rather than standalone project. This paper discusses the importance on Business Intelligence (BI) initiatives and today's challenges in implementing them. The concentration is on using proven practices of project management to reduce the failure rates of the Business Intelligence projects by evaluating currently existing Information Technology (IT) project process, Business Intelligence frameworks and a Project Vulnerability process in order to adopt some of the best project management practices that works for Business Intelligence projects. The paper studies currently existing processes and introduces a new concept which henceforth will be termed as 'Unified Business Intelligence Ecosystem' framework (UBIE). This research is based on various project management frameworks, those are proven to increase the efficiency of projects, and far-ranging sources of research on nature of Business Intelligence projects, personal observations and real-world Business Intelligence consulting experience. Research limitations/implications: Business Intelligence is a constantly developing field. Partial standardization and extensive availability and access to Business Intelligence resources has created many definitions and buzz words in the industry. The assumptions described in this research might seem arguable given the reader's experience in this field. Originality/value: The paper presents a different perspective to view and manage Business Intelligence projects. It encourages to interpret Business Intelligence projects as an ecosystem by combining technical, business and management aspect rather than separate, standalone entity. The aim of this research paper is to achieve Business Intelligence success by customizing Project Management (PM) practices to fit the unique need of Business Intelligence projects. Acronyms Business Intelligence-BI Project Management-PM Data Science-DS Information technology-IT Unified Business Intelligence Ecosystem-UBIE Responsibility, Accountability, Consulted, Informed-RACI. © 2018 Portland International Conference on Management of Engineering and Technology, Inc. (PICMET).",Value management - Monitoring and measuring value,Value management,Monitoring and measuring value
Project duration-cost-quality prediction model based on Monte Carlo simulation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112455225&doi=10.1088%2f1742-6596%2f1978%2f1%2f012048&partnerID=40&md5=b42dc3fd0006536989644363ce0e79eb,"Based on the earned value management theory, the project duration and cost forecast data are obtained through Monte Carlo simulation, combined with the knowledge of mathematical statistics to in-depth analysis of the data, and then the project quality calculation is completed by establishing the quality correlation function. On the basis of existing scholars' research, at the process level, the management focus is identified by calculating process influence and quality, and at the project level, the operation of the entire project is simulated and predicted by the calculation of the total construction period, cost, and quality. © Published under licence by IOP Publishing Ltd.",Value management - Monitoring and measuring value,Value management,Monitoring and measuring value
